DISTRICT,WARD ,VILLAGE ,LATITUDE (Y),LONGITUDE (X),YEAR,HH_SERVED,FUNCTIONAL_STATE,PUMP_TYPE,OUTLETS,SOAK_AWAY_PIT,PROTECTED,DATE OF LAST VISIT,VPM_VISITS/YEAR,BH_COMMITTEE,SEASONALITY,AQUIFER_YIELD,BH_DEPTH ,PALATABILITY,TOTAL _DISSOLVED -SOLIDS
Makoni,5,Tendai,-18.0410454,32.1590402,2002,32,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/04,6,Functional,Perennial,0.986046348,75,TRUE,569
Makoni,10,Village 39,-18.3787085,32.2821402,1998,0,Non-Functional,Bush Pump Type A,1,TRUE,Yes,2022/09/16,1,Non-existent,Perennial,45,83,TRUE,183
Mutare,4,Chipango,-19.1521914,32.2557856,1988,34,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/03/01,4,Functional,Perennial,33,108,FALSE,985
Chipinge,4,Marwendo,-20.1724,32.4487023,1986,24,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/02,3,Functional,Perennial,30,84,TRUE,359
Mutare,29,Kurauone,-19.5595165,32.3814404,1995,40,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/11/27,1,Non-existent,Perennial,9,66,TRUE,543
Buhera,22,Gwazvo,-19.501981,31.9914881,2015,57,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/03,2,Functional,Perennial,18,97,FALSE,738
Buhera,11,Rukweza,-19.2424838,31.8726952,2012,23,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/15,2,Functional,Perennial,34,98,TRUE,36
Chipinge,29,Masireni,-20.1174181,32.1770787,2015,11,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/14,4,Functional,Seasonal,16,77,TRUE,165
Chimanimani,3,Chitimani,-19.5760704,32.5495653,2010,36,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/23,4,Functional,Perennial,25,59,TRUE,117
Makoni,16,Sirewu,-18.6830274,32.0186133,2013,38,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/07,3,Functional,Perennial,46,91,TRUE,360
Mutare,28,Matiza,-19.4550075,32.4349467,1980,48,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/20,2,Functional,Perennial,46,47,TRUE,133
Chipinge,29,Masireni,-20.1913875,32.1671428,1993,17,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/26,2,Functional,Perennial,39,34,TRUE,384
Buhera,8,Shonhiwa,-19.0509817,31.6014717,1987,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/09,5,Functional,Perennial,47,84,TRUE,95
Mutare,5,Ziera,-19.1188222,32.4755674,1990,29,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/17,2,Functional,Perennial,21,92,TRUE,463
Nyanga,16,18,-18.1176821,32.4903975,2021,13,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/24,5,Functional,Perennial,7,21,TRUE,483
Makoni,26,Magondo,-18.713561,32.1012124,1990,51,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/03,3,Functional,Perennial,44,75,FALSE,871
Chimanimani,3,Chitimani,-19.5886272,32.5501525,1988,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/15,1,Non-Functional,Perennial,38,66,TRUE,458
Buhera,18,Vengai,-19.3280753,31.9621307,1988,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/04,3,Functional,Seasonal,0.285258891,56,TRUE,176
Buhera,11,Chikuwe,-19.181823,31.9034345,1989,36,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/12/15,1,Functional ,Perennial,7,53,TRUE,291
Makoni,27,Tazviguta,-18.8177668,32.0690548,1989,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/17,1,Non-functional ,Perennial,0.284944878,106,FALSE,917
Buhera,24,Muzokomba,-19.5804712,31.1606864,1986,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/18,2,Functional,Seasonal,0.192505907,100,TRUE,260
Mutare,13,Mujaji Village,-19.1538641,32.5023365,1995,8,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/23,3,Non-Functional,Perennial,14,96,TRUE,493
Buhera,11,Majere,-19.1961109,31.8963509,2015,34,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/03/11,1,Functional ,Perennial,41,62,TRUE,115
Mutare,15,Chiwandamudanda,-19.1775183,32.642975,2012,24,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/08/16,1,Functional ,Perennial,28,96,TRUE,285
Makoni,25,Munyanyi,-18.7383168,31.9279201,2015,45,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/11/30,1,Non-existent,Perennial,27,91,FALSE,958
Chipinge,23,Mapundu,-20.6291902,32.3977507,2010,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/07/29,2,Functional ,Perennial,6,67,TRUE,570
Chipinge,1,Ngaoni,-19.9696696,32.4168326,2013,23,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/19,4,Functional,Perennial,24,64,TRUE,162
Buhera,28,Chapanduka,-19.6804345,32.1626,1980,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/25,6,Functional,Perennial,0.925452305,105,TRUE,67
Makoni,29,Muhoma,-18.9110892,32.0540844,1993,27,Fully Functional,Submersible Pump,5,FALSE,Yes,2023/01/10,3,Functional,Perennial,0.630310691,96,TRUE,223
Nyanga,24,Bande,-18.3465344,32.5850116,1987,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/27,1,Non-Functional,Seasonal,0.439573645,102,FALSE,628
Mutare,29,Chikara,-19.5206961,32.4422592,1990,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/19,3,Non-Functional,Perennial,11,103,TRUE,180
Nyanga,24,Bande,-18.3483535,32.5935887,2021,10,Fully Functional,National Pump,1,FALSE,No,2022/08/31,1,Non-Functional,Seasonal,0.451231832,113,FALSE,661
Chipinge,22,Mukuyu B,-20.6756697,32.3400525,1990,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/29,3,Functional,Perennial,11,96,TRUE,53
Chipinge,22,Chisurudza,-20.135124,32.3433352,1988,35,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/12,3,Functional,Seasonal,48,59,TRUE,53
Chimanimani,3,Jinga,-19.6143785,32.5369612,1988,22,Fully Functional,Bush Pump Type B,2,TRUE,Yes,2022/06/30,2,Functional,Perennial,7,53,TRUE,510
Chipinge,22,Mukuyu C,-20.6714234,32.3476624,2013,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/22,6,Functional,Perennial,50,98,TRUE,355
Chimanimani,3,Jinga,-19.627569,32.492631,1998,52,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/31,3,Functional,Perennial,29,27,TRUE,150
Buhera,24,Zivanai,-19.6010975,31.9584304,2002,58,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/02,3,Functional,Perennial,0.131447193,85,FALSE,681
Makoni,5,Muchinjiko,-18.0715156,32.1696751,1986,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/06/01,4,Functional,Perennial,50,59,TRUE,165
Chimanimani,19,Tabara,-19.8344574,32.6041602,2020,12,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/03,3,Functional,Seasonal,0.390556136,76,TRUE,182
Buhera,12,Mukwasi,-19.2159119,31.9440454,2015,11,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/03,3,Non-existent,Perennial,27,31,TRUE,165
Chipinge,22,Mukuyu B,-20.6734582,32.3300618,1985,22,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/25,5,Functional,Perennial,46,104,TRUE,88
Buhera,11,Chikuwe,-19.1689807,31.9055859,1982,46,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/01/24,3,Functional,Perennial,9,51,TRUE,263
Chimanimani,3,Jinga,-19.6226303,32.5280671,1986,26,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/03,4,Functional,Seasonal,49,101,TRUE,192
Buhera,18,Mutauto,-19.2830388,31.9531823,1989,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/16,3,Functional,Perennial,19,108,TRUE,463
Buhera,11,Chitiga,-19.1645032,31.9221073,1989,25,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/04/27,2,Functional ,Seasonal,0.599208822,87,TRUE,418
Chipinge,3,Goko,-19.9943967,32.3481688,2002,20,Fully Functional,Bush Pump Type B,2,FALSE,Yes,2023/02/07,5,Functional,Perennial,24,48,TRUE,247
Mutasa,12,Maoko,-18.5388225,32.6132003,1986,13,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/25,4,Functional,Perennial,16,106,TRUE,223
Mutare,29,Muchabaiwa,-19.5289458,32.4585227,1985,42,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/05,1,Non-functional ,Seasonal,15,95,TRUE,156
Chipinge,29,Jiazi,-21.0089453,32.1857824,1992,20,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/21,3,Functional,Seasonal,0.633801697,35,TRUE,64
Chimanimani,10,Munaka,-19.7073,32.9265347,1989,12,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/28,6,Functional,Perennial,27,53,TRUE,543
Buhera,12,Mukwasi,-19.2092577,31.9509746,1985,24,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/09,3,Non-Functional,Perennial,0.682438992,35,TRUE,453
Chimanimani,3,Jinga,-19.6024398,32.5287384,1986,17,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/08,4,Functional,Perennial,11,54,TRUE,560
Chipinge,22,Mukuyu C,-20.6142118,32.3436337,1986,35,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/08,3,Functional,Perennial,0.248706901,82,TRUE,370
Chimanimani,19,Ruchiyo,-19.8384703,32.589125,1995,5,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/17,5,Functional,Perennial,25,63,TRUE,552
Buhera,18,Chipuriro,-19.2790857,31.9660526,2015,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/01,2,Non-existent,Perennial,32,26,TRUE,52
Chipinge,1,Maunganidze,-19.14719,32.3557456,2012,15,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/31,6,Functional,Perennial,19,71,TRUE,308
Mutasa,12,Maoko,-18.5439342,32.6118899,2015,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/21,3,Functional,Perennial,47,97,TRUE,508
Buhera,24,Zvoushe,-19.614771,31.1678329,2010,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/06,1,Non-Functional,Perennial,0.965977814,41,FALSE,821
Buhera,11,Chitiga,-19.1690677,31.9179039,2013,54,Non-Functional,Bush Pump Type B,1,TRUE,No,2022/08/09,2,Functional ,Perennial,0.888541552,32,TRUE,320
Mutare,15,Chiwandamudanda,-19.1744378,32.6521594,1980,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/30,2,Functional,Perennial,14,69,TRUE,55
Buhera,8,Chiturike,-19.1218173,31.6747026,1993,18,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/10,5,Functional,Perennial,10,104,TRUE,449
Chipinge,22,MukuyuC,-20.6665662,32.3444381,1987,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/28,6,Functional,Perennial,29,80,TRUE,19
Chipinge,28,Mutumbami,-20.852217,32.377569,1990,18,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/06,2,Functional,Perennial,30,108,TRUE,219
Makoni,27,Masedza,-18.8218109,32.0587818,2021,35,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/01,3,Functional,Seasonal,0.042672559,50,FALSE,818
Buhera,18,Chiro,-19.2830693,31.9229764,1990,52,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/26,6,Functional,Perennial,30,76,TRUE,19
Chipinge,22,Mukuyu B,-20.1253603,32.343231,1988,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/22,2,Functional,Perennial,6,29,TRUE,582
Mutare,10,Nyachityu,-19.2316094,32.3169452,1988,50,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/17,2,Non-existent,Perennial,36,41,TRUE,316
Chipinge,1,Maunganidze,-19.956314,32.361445,2000,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/23,5,Functional,Perennial,31,106,TRUE,184
Makoni,29,Changa,-18.9025009,32.058307,1987,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/04,5,Functional,Perennial,0.610744989,67,TRUE,74
Mutare,5,Madzime,-19.0523714,32.4971985,1985,20,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/02,2,Functional,Perennial,33,82,TRUE,437
Makoni,21,Mupfupi,-18.5128197,32.3617962,2015,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/04/22,1,Functional,Perennial,8,80,TRUE,570
Mutare,5,Bvirindi,-19.022787,32.5466099,2017,0,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/27,3,Functional ,Perennial,33,77,TRUE,114
Nyanga,16,Village 31,-18.1395712,32.516363,2015,8,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/13,5,Functional,Perennial,14,85,TRUE,432
Buhera,18,Mavheneke,-19.3088798,31.9833605,1987,0,Non-Functional,Bush Pump Type B,1,TRUE,No,2022/08/30,1,Non-existent,Seasonal,0.541332934,111,FALSE,871
Chipinge,22,Batanai,-20.6041019,32.3611726,2014,30,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/01,3,Non-existent,Seasonal,31,98,TRUE,557
Chimanimani,9,Bvumbura A,-19.7642165,32.6334406,1988,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/21,6,Functional,Perennial,47,73,TRUE,461
Mutasa,17,Samushonga,-18.6604663,32.6096419,2011,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/27,4,Functional,Perennial,0.903512926,109,TRUE,59
Chipinge,22,Zinyuni,-20.6114481,32.3383886,2008,48,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/28,2,Functional,Perennial,9,28,TRUE,393
Chimanimani,20,Tonhorai,-19.13834,32.3751776,2013,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/11,3,Functional,Perennial,4,78,TRUE,290
Mutasa,12,Chidamoyo,-18.5212981,32.5664639,2005,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/21,6,Functional,Perennial,0.353220786,106,TRUE,374
Chipinge,22,Zinyuni,-20.6171391,32.3347549,2015,46,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/30,2,Functional,Perennial,12,60,TRUE,571
Buhera,25,Zvenyika,-19.5947995,32.002558,2014,12,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/17,1,Functional ,Perennial,23,44,TRUE,10
Chimanimani,3,Musweweshiri,-19.5615608,32.506956,2011,56,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/22,5,Functional,Perennial,33,77,TRUE,457
Chipinge,22,Zinyuni,-20.633269,32.3522819,2000,46,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/11,3,Functional ,Perennial,48,81,TRUE,512
Chipinge,22,Zinyuni,-20.6281278,32.3377515,2000,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/28,6,Functional,Perennial,41,96,FALSE,772
Mutare,10,Nyachityu,-19.2518833,32.3376673,1993,9,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/19,2,Functional,Perennial,6,39,TRUE,488
Buhera,24,Munozogara,-19.6256026,31.940997,2013,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/30,2,Non-existent,Perennial,0.162608618,69,TRUE,55
Mutare,4,Manjengwa,-19.1421,32.3576717,2015,36,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/16,3,Functional,Perennial,30,106,TRUE,600
Chipinge,3,Charuma,-20.02316,32.355841,2000,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/16,4,Functional,Perennial,30,83,TRUE,151
Chipinge,22,Rugare,-20.51848,32.3656523,1987,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/17,2,Functional,Perennial,25,54,TRUE,299
Chimanimani,20,Tonhorai,-19.9276453,32.3703901,1985,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/25,5,Functional,Perennial,21,55,FALSE,703
Chipinge,1,Nedanhe,-19.9515773,32.4523569,2015,43,Fully Functional,Bush Pump Type B,1,TRUE,No,2022/03/30,2,Functional,Perennial,0.296021692,98,TRUE,532
Buhera,27,Kandoro,-19.7472907,32.0867851,2017,34,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/05,4,Functional,Perennial,18,103,TRUE,554
Chipinge,1,Nedanhe,-19.985833,32.4392621,2015,27,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/04,3,Functional,Perennial,0.487791147,46,TRUE,214
Chipinge,28,Mashube,-20.4303141,32.3350463,1987,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/12,6,Functional,Perennial,15,38,TRUE,95
Chipinge,28,Chinyamukwakwa 2,-20.9234364,32.361019,2014,0,Non-Functional,National Pump,1,FALSE,No,2022/05/22,2,Non-existent,Seasonal,0.388242999,98,FALSE,612
Chipinge,1,Nedanhe,-19.966912,32.4341662,1988,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/27,4,Functional,Perennial,33,43,TRUE,183
Mutare,20,Munyarari,-19.2790273,32.5517841,2011,4,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/02,2,Functional,Perennial,11,100,TRUE,300
Mutare,24,Chigwizura,-19.4535938,32.2647221,2008,6,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/28,3,Functional ,Perennial,5,50,TRUE,509
Mutare,29,Musandishowa,-19.6006034,32.4591185,2013,58,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/16,3,Functional,Perennial,37,111,TRUE,399
Nyanga,10,Nyagweta,-17.7241155,32.9733498,2005,12,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/07,3,Functional,Perennial,29,52,TRUE,172
Buhera,12,Chinhuwo,-19.21014,31.16818,2015,9,Fully Functional,Submersible Pump,1,FALSE,Yes,2022/02/15,2,Functional,Perennial,35,110,TRUE,475
Mutare,29,Kusena,-19.578159,32.4332032,2014,12,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/26,6,Functional,Perennial,36,112,TRUE,26
Buhera,29,Kuerera,-19.7147669,32.2286128,2011,42,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/12/02,1,Functional ,Perennial,13,107,TRUE,103
Chimanimani,3,Zvekuitirwa,-19.595897,32.5025874,1985,31,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/26,5,Functional,Perennial,39,57,TRUE,575
Mutare,28,Madondo,-19.4521637,32.4234923,1992,16,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/12,6,Functional,Perennial,42,36,TRUE,304
Mutare,29,Musandishowa,-19.6169009,32.4633694,1989,19,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/17,1,Functional ,Seasonal,35,38,TRUE,329
Mutare,28,Madondo,-19.4705358,32.4463218,1985,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/23,4,Functional,Perennial,48,57,TRUE,207
Chipinge,22,Zinyuni,-20.636418,32.3557017,1986,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/19,4,Functional,Perennial,28,96,TRUE,53
Makoni,16,Munyengwa,-18.6274288,32.0987786,1985,0,Non-Functional,National Pump,1,FALSE,Yes,2022/04/05,1,Non-functional ,Perennial,37,47,FALSE,713
Chimanimani,3,Zvekùitirwa,-19.5802347,32.5179822,2002,45,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/02,3,Functional,Perennial,28,82,TRUE,375
Mutasa,15,Rashama,-18.5635102,32.5423569,1998,8,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/03/03,1,Non-Functional,Perennial,42,45,TRUE,390
Nyanga,24,Gambe Village,-18.3760952,32.5311072,2002,12,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/29,3,Non-existent,Perennial,43,32,FALSE,932
Chipinge,29,Makiwa,-21.0094538,32.2102224,1984,60,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/01/11,1,Non-existent,Seasonal,0.23561083,31,TRUE,535
Mutasa,12,Samusodza,-18.5016843,32.5841512,2013,8,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/12,3,Functional ,Perennial,10,50,TRUE,559
Buhera,24,Rudhuwo,-19.6687948,31.9477003,2015,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/07,4,Functional,Perennial,0.012593591,109,TRUE,361
Chimanimani,9,Bvumbura B,-19.7258941,32.6210543,1971,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/15,3,Functional,Perennial,27,30,TRUE,346
Chipinge,3,mugadza,-20.1333426,32.3153428,2013,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/13,3,Non-Functional,Perennial,48,103,TRUE,498
Makoni,6,Magura Batanai,-18.0430524,32.048143,2013,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/06,3,Non-existent,Seasonal,0.969547617,53,TRUE,47
Mutasa,12,Samusodza,-18.480783,32.5784198,2013,35,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/11,2,Non-functional ,Perennial,5,98,TRUE,585
Makoni,6,Namie B,-18.1132402,32.0080658,1998,0,Non-Functional,National Pump,1,FALSE,No,2022/09/06,1,Non-existent,Seasonal,0.328084247,101,FALSE,836
Buhera,2,Magadzire,-19.1631335,31.3041228,2002,20,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/04,1,Non-Functional,Seasonal,0.653128562,62,TRUE,198
Mutasa,17,Nyatsanza,-18.6356395,32.6179477,1986,27,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/31,2,Functional,Perennial,34,84,TRUE,17
Mutasa,17,Nyatsanza,-18.6426179,32.6221331,2020,27,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/27,4,Functional,Perennial,36,59,TRUE,570
Chipinge,1,Ngaoni,-19.9877521,32.4248348,2015,15,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/03/12,3,Functional,Perennial,38,61,TRUE,339
Makoni,6,Magura Batanai,-18.0709723,32.0473197,1985,1,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/06,3,Non-existent,Perennial,8,78,TRUE,249
Mutasa,15,Rashama,-18.5599682,32.5479123,1982,21,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/15,2,Functional,Perennial,12,29,TRUE,453
Makoni,36,Tukuta,-17.8841518,32.4791914,1986,23,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2023/01/20,4,Functional,Perennial,0.773286599,59,TRUE,266
Makoni,27,Handina,-18.8149934,32.1060019,1989,48,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/01,6,Functional,Perennial,0.645935238,65,FALSE,767
Chipinge,9,Ndiadzo,-20.0635371,32.8575023,1989,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/01,2,Non-functional ,Seasonal,0.760920208,100,FALSE,798
Chipinge,29,Makiwa,-21.0131315,32.2034227,2002,28,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/18,2,Functional,Perennial,0.330456164,87,TRUE,348
Nyanga,24,Kamuruko,-18.2143025,32.5441219,2000,25,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/20,6,Functional,Perennial,12,98,TRUE,534
Nyanga,7,Nyamutowera 2,-17.7016805,32.6345352,1987,53,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/26,2,Functional,Perennial,48,110,TRUE,554
Mutare,10,Nyachityu,-19.261575,32.2827885,1985,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/26,3,Functional,Perennial,9,49,FALSE,838
Chimanimani,3,Mutidzawanda,-19.541267,32.5111,2015,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/04,2,Functional,Perennial,20,52,TRUE,240
Mutare,10,Nyachityu,-19.254109,32.2714358,2017,63,Fully Functional,Bush Pump Type B,2,TRUE,Yes,2023/03/09,3,Functional,Perennial,27,24,TRUE,58
Chipinge,29,Makiwa,-21.0116,32.2034,2015,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/15,5,Functional,Perennial,22,75,TRUE,413
Mutasa,17,Nyatsanza,-18.655356,32.5989737,1987,21,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/22,3,Functional,Perennial,26,63,TRUE,591
Makoni,27,Mubayiwa,-18.8115094,32.0899408,2014,15,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/08/08,2,Functional,Perennial,0.813146744,108,FALSE,655
Mutasa,9,Chikuku B,-18.605785,32.8421127,1988,15,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/08/24,1,Non-functional ,Seasonal,0.811210825,49,TRUE,522
Makoni,36,Tukuta,-17.8922907,32.4772127,2011,10,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/10/12,2,Non-Functional,Perennial,15,84,TRUE,432
Mutare,12,Ngonya,-19.1420262,32.4842191,2008,27,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/10,4,Functional,Perennial,0.604090165,101,TRUE,349
Chimanimani,4,Nyore,-19.5885788,32.6099358,2013,48,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/04,6,Functional,Perennial,18,85,TRUE,218
Chipinge,9,Ndiadzo,-20.0716672,32.8592257,2005,40,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/16,1,Non-functional ,Seasonal,0.555167419,107,FALSE,618
Makoni,7,51A,-18.1961428,32.0886964,2015,25,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/06/05,1,Non-existent,Seasonal,0.735525806,57,FALSE,783
Chipinge,28,Chinyamukwakwa 2,-20.9262447,32.3413898,2014,0,Non-Functional,National Pump,18,FALSE,Yes,2023/01/25,3,Non-existent,Seasonal,0.437380568,114,FALSE,601
Chipinge,28,Chinyamukwakwa 2,-20.9215964,32.3571243,2011,0,Non-Functional,National Pump,1,FALSE,Yes,2022/04/28,2,Non-existent,Seasonal,0.876869114,103,FALSE,982
Chimanimani,4,Nyore,-19.5813596,32.5939656,1971,43,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/08,6,Functional,Seasonal,0.856152748,90,TRUE,230
Mutare,8,Zumbare,-19.2155688,32.140172,2013,46,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/16,1,Non-functional ,Perennial,5,87,TRUE,487
Mutare,6,Neruunze,-19.0932794,32.6579254,2013,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/15,2,Functional,Perennial,45,99,FALSE,972
Mutasa,15,Chinamasa,-18.5742518,32.5720687,2013,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/04/23,2,Functional,Perennial,29,73,TRUE,585
